Date,Adj_Close,Close,High,Low,Open,Volume,Symbol,ema_12_Adj_Close,Adj_Close,Close,High,Low,Open,Volume,Symbol,ema_26_Adj_Close,macd,ema_9_macd,sig,sig_diff
2016-02-22,706.460022,706.460022,713.23999,702.51001,707.450012,1949800.0,GOOG,700.3925803859665,706.460022,706.460022,713.23999,702.51001,707.450012,1949800.0,GOOG,707.3123330223444,-6.919752636377893,-9.340844432194457,,2.4210917958165634
2016-02-23,695.849976,695.849976,708.400024,693.580017,701.450012,2009300.0,GOOG,699.6937181727409,695.849976,695.849976,708.400024,693.580017,701.450012,2009300.0,GOOG,706.4632695392078,-6.769551366466885,-8.826585819048942,0.0,2.057034452582057
2016-02-24,699.559998,699.559998,700.0,680.780029,688.919983,1963600.0,GOOG,699.673145838473,699.559998,699.559998,700.0,680.780029,688.919983,1963600.0,GOOG,705.9519160918591,-6.278770253386028,-8.31702270591636,0.0,2.0382524525303314
2016-02-25,705.75,705.75,705.97998,690.585022,700.01001,1642200.0,GOOG,700.6080464787079,705.75,705.75,705.97998,690.585022,700.01001,1642200.0,GOOG,705.9369593443139,-5.3289128656059574,-7.719400737854279,0.0,2.390487872248322
2016-02-26,705.070007,705.070007,713.429993,700.859985,708.580017,2243500.0,GOOG,701.294501943522,705.070007,705.070007,713.429993,700.859985,708.580017,2243500.0,GOOG,705.8727406521425,-4.578238708620461,-7.091168332007515,0.0,2.5129296233870546
2016-02-29,697.77002,697.77002,710.890015,697.679993,700.320007,2481100.0,GOOG,700.752273952211,697.77002,697.77002,710.890015,697.679993,700.320007,2481100.0,GOOG,705.2725391223541,-4.520265170143148,-6.576987699634642,0.0,2.056722529491494
2016-03-01,718.809998,718.809998,718.809998,699.77002,703.619995,2151400.0,GOOG,703.5303853441785,718.809998,718.809998,718.809998,699.77002,703.619995,2151400.0,GOOG,706.2753138540317,-2.744928509853139,-5.810575861678341,0.0,3.065647351825202
2016-03-02,718.849976,718.849976,720.0,712.0,719.0,1629000.0,GOOG,705.8872454450741,718.849976,718.849976,720.0,712.0,719.0,1629000.0,GOOG,707.2067703092886,-1.3195248642144861,-4.91236566218557,0.0,3.5928407979710837
2016-03-03,712.419983,712.419983,719.450012,706.02002,718.679993,1958000.0,GOOG,706.8922819919858,712.419983,712.419983,719.450012,706.02002,718.679993,1958000.0,GOOG,707.5929342123043,-0.7006522203184886,-4.070022973812153,0.0,3.3693707534936648
2016-03-04,710.890015,710.890015,716.48999,706.02002,714.98999,1972100.0,GOOG,707.5073178393726,710.890015,710.890015,716.48999,706.02002,714.98999,1972100.0,GOOG,707.8371624188003,-0.32984457942768586,-3.32198729493526,0.0,2.992142715507574
2016-03-07,695.159973,695.159973,708.091003,686.900024,706.900024,2985100.0,GOOG,705.6077263256229,695.159973,695.159973,708.091003,686.900024,706.900024,2985100.0,GOOG,706.898111350741,-1.2903850251180984,-2.9156668409718276,0.0,1.6252818158537292
2016-03-08,693.969971,693.969971,703.789978,685.340027,688.590027,2076300.0,GOOG,703.8173024293733,693.969971,693.969971,703.789978,685.340027,688.590027,2076300.0,GOOG,705.9404713247602,-2.123168895386925,-2.757167251854847,0.0,0.6339983564679219
2016-03-09,705.23999,705.23999,705.679993,694.0,698.469971,1421500.0,GOOG,704.0361774402389,705.23999,705.23999,705.679993,694.0,698.469971,1421500.0,GOOG,705.8885838192224,-1.85240637898346,-2.57621507728057,0.0,0.7238086982971099
2016-03-10,712.820007,712.820007,716.440002,703.359985,708.119995,2833500.0,GOOG,705.3875358340483,712.820007,712.820007,716.440002,703.359985,708.119995,2833500.0,GOOG,706.4020225733541,-1.0144867393057666,-2.263869409685609,0.0,1.2493826703798425
2016-03-11,726.820007,726.820007,726.919983,717.125,720.0,1970800.0,GOOG,708.6848390903485,726.820007,726.820007,726.919983,717.125,720.0,1970800.0,GOOG,707.9144658642167,0.7703732261318237,-1.6570208825221227,0.0,2.4273941086539463
2016-03-14,730.48999,730.48999,735.5,725.150024,726.809998,1718300.0,GOOG,712.0394776918333,730.48999,730.48999,735.5,725.150024,726.809998,1718300.0,GOOG,709.5867269113118,2.452750780521569,-0.8350665499133844,0.0,3.2878173304349536
2016-03-15,728.330017,728.330017,732.289978,724.77002,726.919983,1721000.0,GOOG,714.5457145084744,728.330017,728.330017,732.289978,724.77002,726.919983,1721000.0,GOOG,710.9751187697331,3.5705957387413036,0.046065907817553264,0.0,3.5245298309237505
2016-03-16,736.090027,736.090027,737.469971,724.51001,726.369995,1624400.0,GOOG,717.8602241225552,736.090027,736.090027,737.469971,724.51001,726.369995,1624400.0,GOOG,712.8354823423455,5.024741780209752,1.041801082295993,0.0,3.9829406979137585
2016-03-17,737.780029,737.780029,743.070007,736.0,736.450012,1860800.0,GOOG,720.924809488316,737.780029,737.780029,743.070007,736.0,736.450012,1860800.0,GOOG,714.6832265392088,6.241582949107169,2.081757455658228,0.0,4.159825493448941
2016-03-18,737.599976,737.599976,742.0,731.830017,741.859985,2980700.0,GOOG,723.4902197208828,737.599976,737.599976,742.0,731.830017,741.859985,2980700.0,GOOG,716.3807635363045,7.109456184578335,3.0872972014422495,0.0,4.0221589831360856
2016-03-21,742.090027,742.090027,742.5,733.515991,736.5,1836500.0,GOOG,726.3517285330547,742.090027,742.090027,742.5,733.515991,736.5,1836500.0,GOOG,718.2851534225041,8.066575110550616,4.083152783263923,0.0,3.983422327286693
2016-03-22,740.75,740.75,745.0,737.460022,737.460022,1269700.0,GOOG,728.566847220277,740.75,740.75,745.0,737.460022,737.460022,1269700.0,GOOG,719.9492161319482,8.617631088328835,4.990048444276906,0.0,3.6275826440519294
2016-03-23,738.059998,738.059998,745.719971,736.150024,742.359985,1432100.0,GOOG,730.027331955619,738.059998,738.059998,745.719971,736.150024,742.359985,1432100.0,GOOG,721.2907555295817,8.736576426037345,5.739354040628994,0.0,2.9972223854083513
2016-03-24,735.299988,735.299988,737.747009,731.0,732.01001,1594900.0,GOOG,730.8385098086007,735.299988,735.299988,737.747009,731.0,732.01001,1594900.0,GOOG,722.3284764533164,8.51003335528435,6.293489903560065,0.0,2.2165434517242844
2016-03-28,733.530029,733.530029,738.98999,732.5,736.789978,1301300.0,GOOG,731.2525896842006,733.530029,733.530029,738.98999,732.5,736.789978,1301300.0,GOOG,723.1582210864041,8.094368597796574,6.653665642407367,0.0,1.4407029553892077
2016-03-29,744.77002,744.77002,747.25,728.76001,734.590027,1903800.0,GOOG,733.3321943481698,744.77002,744.77002,747.25,728.76001,734.590027,1903800.0,GOOG,724.7590950800038,8.573099268165947,7.0375523675590825,0.0,1.5355469006068647
2016-03-30,750.530029,750.530029,757.880005,748.73999,750.099976,1782400.0,GOOG,735.978015063836,750.530029,750.530029,757.880005,748.73999,750.099976,1782400.0,GOOG,726.6680531481517,9.309961915684312,7.492034277184128,0.0,1.8179276385001835
2016-03-31,744.950012,744.950012,750.849976,740.940002,749.25,1718800.0,GOOG,737.3583222847843,744.950012,744.950012,750.849976,740.940002,749.25,1718800.0,GOOG,728.0222723223627,9.336049962421612,7.860837414231625,0.0,1.4752125481899867
2016-04-01,749.909973,749.909973,750.340027,737.0,738.599976,1576700.0,GOOG,739.2893454717406,749.909973,749.909973,750.340027,737.0,738.599976,1576700.0,GOOG,729.6435834836692,9.6457619880714,8.21782232899958,0.0,1.4279396590718196
2016-04-04,745.289978,745.289978,752.799988,742.429993,750.059998,1134200.0,GOOG,740.2125197068574,745.289978,745.289978,752.799988,742.429993,750.059998,1134200.0,GOOG,730.8025756700641,9.409944036793263,8.456246670558317,0.0,0.9536973662349464
2016-04-05,737.799988,737.799988,742.799988,735.369995,738.0,1132300.0,GOOG,739.8413609827255,737.799988,737.799988,742.799988,735.369995,738.0,1132300.0,GOOG,731.3209025093187,8.520458473406848,8.469089031128023,0.0,0.05136944227882445
2016-04-06,745.690002,745.690002,746.23999,735.559998,735.77002,1053700.0,GOOG,740.7411519084601,745.690002,745.690002,746.23999,735.559998,735.77002,1053700.0,GOOG,732.3852802493691,8.355871659091008,8.44644555672062,0.0,-0.09057389762961243
2016-04-07,740.280029,740.280029,747.0,736.280029,745.369995,1453200.0,GOOG,740.6702099225431,740.280029,740.280029,747.0,736.280029,745.369995,1453200.0,GOOG,732.9700764531195,7.700133469423577,8.297183139261211,0.0,-0.5970496698376344
2016-04-08,739.150024,739.150024,745.450012,735.549988,743.969971,1290800.0,GOOG,740.4363351652288,739.150024,739.150024,745.450012,735.549988,743.969971,1290800.0,GOOG,733.427850345481,7.008484819747764,8.03944347535852,0.0,-1.0309586556107568
2016-04-11,736.099976,736.099976,745.0,736.049988,743.02002,1220100.0,GOOG,739.7692029859628,736.099976,736.099976,745.0,736.049988,743.02002,1220100.0,GOOG,733.6257855791491,6.143417406813683,7.660238261649553,0.0,-1.5168208548358706
2016-04-12,743.090027,743.090027,743.830017,731.01001,738.0,1353000.0,GOOG,740.2800989881224,743.090027,743.090027,743.830017,731.01001,738.0,1353000.0,GOOG,734.3268404992122,5.953258488910251,7.318842307101693,0.0,-1.3655838181914417
2016-04-13,751.719971,751.719971,754.380005,744.260986,749.159973,1707100.0,GOOG,742.040079297642,751.719971,751.719971,754.380005,744.260986,749.159973,1707100.0,GOOG,735.6152205363076,6.4248587613344625,7.140045597948246,0.0,-0.7151868366137837
2016-04-14,753.200012,753.200012,757.309998,752.705017,754.01001,1135300.0,GOOG,743.7569920210817,753.200012,753.200012,757.309998,752.705017,754.01001,1135300.0,GOOG,736.9177976817663,6.839194339315441,7.0798753462216855,0.0,-0.24068100690624483
2016-04-15,759.0,759.0,761.0,752.69397,753.97998,1809300.0,GOOG,746.1020701716845,759.0,759.0,761.0,752.69397,753.97998,1809300.0,GOOG,738.5535163720058,7.548553799678757,7.173611036913099,1.0,0.37494276276565763
2016-04-18,766.609985,766.609985,768.049988,757.299988,760.460022,1556000.0,GOOG,749.2571339914253,766.609985,766.609985,768.049988,757.299988,760.460022,1556000.0,GOOG,740.6317733074128,8.625360684012549,7.463960966332989,0.0,1.1613997176795596
2016-04-19,753.929993,753.929993,769.900024,749.330017,769.51001,2030500.0,GOOG,749.97603537736,753.929993,753.929993,769.900024,749.330017,769.51001,2030500.0,GOOG,741.6168266179748,8.359208759385183,7.643010524943428,0.0,0.7161982344417552
2016-04-20,752.669983,752.669983,758.132019,750.01001,758.0,1529200.0,GOOG,750.3904888577661,752.669983,752.669983,758.132019,750.01001,758.0,1529200.0,GOOG,742.4355789425692,7.954909915196822,7.705390402994107,0.0,0.24951951220271518
2016-04-21,759.140015,759.140015,760.450012,749.549988,755.380005,3060500.0,GOOG,751.7365698027252,759.140015,759.140015,760.450012,749.549988,755.380005,3060500.0,GOOG,743.672944576453,8.063625226272165,7.777037367649719,0.0,0.28658785862244684
2016-04-22,718.77002,718.77002,736.119995,713.609985,726.299988,5951900.0,GOOG,746.6647929099983,718.77002,718.77002,736.119995,713.609985,726.299988,5951900.0,GOOG,741.8282834967157,4.836509413282556,7.188931776776286,0.0,-2.35242236349373
2016-04-25,723.150024,723.150024,723.929993,715.590027,716.099976,1959200.0,GOOG,743.0471361546139,723.150024,723.150024,723.929993,715.590027,716.099976,1959200.0,GOOG,740.4447087191812,2.6024274354326735,6.271630908507563,0.0,-3.66920347307489
2016-04-26,708.140015,708.140015,725.765991,703.026001,725.419983,2744600.0,GOOG,737.6768098231348,708.140015,708.140015,725.765991,703.026001,725.419983,2744600.0,GOOG,738.0517684436863,-0.3749586205515243,4.942313002695746,0.0,-5.3172716232472705
2016-04-27,705.840027,705.840027,708.97998,692.36499,707.289978,3098600.0,GOOG,732.7788432349603,705.840027,705.840027,708.97998,692.36499,707.289978,3098600.0,GOOG,735.6657135219318,-2.8868702869715435,3.3764763447622883,0.0,-6.263346631733832
2016-04-28,691.02002,691.02002,714.169983,689.549988,708.26001,2867300.0,GOOG,726.3544088911202,691.02002,691.02002,714.169983,689.549988,708.26001,2867300.0,GOOG,732.3586251128999,-6.004216221779643,1.500337831453902,0.0,-7.504554053233545
2016-04-29,693.01001,693.01001,697.619995,689.0,690.700012,2487700.0,GOOG,721.2245013694094,693.01001,693.01001,697.619995,689.0,690.700012,2487700.0,GOOG,729.4439128823146,-8.219411512905253,-0.4436120374179291,0.0,-7.775799475487324
2016-05-02,698.210022,698.210022,700.640015,691.0,697.630005,1645300.0,GOOG,717.683812235654,698.210022,698.210022,700.640015,691.0,697.630005,1645300.0,GOOG,727.1302913354765,-9.446479099822454,-2.2441854498988345,0.0,-7.20229364992362
2016-05-03,692.359985,692.359985,697.840027,692.0,696.869995,1543800.0,GOOG,713.7878388147842,692.359985,692.359985,697.840027,692.0,696.869995,1543800.0,GOOG,724.5547130884041,-10.76687427361992,-3.9487232146430515,0.0,-6.818151058976868
2016-05-04,695.700012,695.700012,699.75,689.01001,690.48999,1693500.0,GOOG,711.0050962278943,695.700012,695.700012,699.75,689.01001,690.48999,1693500.0,GOOG,722.4173278225965,-11.41223159470212,-5.441424890654865,0.0,-5.970806704047256
2016-05-05,701.429993,701.429993,702.320007,695.719971,697.700012,1683500.0,GOOG,709.5320034236029,701.429993,701.429993,702.320007,695.719971,697.700012,1683500.0,GOOG,720.86271042833,-11.330707004727174,-6.619281313469327,0.0,-4.711425691257847
2016-05-06,711.119995,711.119995,711.859985,698.106995,698.380005,1826100.0,GOOG,709.7763098199716,711.119995,711.119995,711.859985,698.106995,698.380005,1826100.0,GOOG,720.1410278040094,-10.364717984037725,-7.368368647583006,0.0,-2.9963493364547187
2016-05-09,712.900024,712.900024,718.710022,710.0,712.0,1510300.0,GOOG,710.2568812322837,712.900024,712.900024,718.710022,710.0,712.0,1510300.0,GOOG,719.6046571518605,-9.347775919576748,-7.764250101981754,0.0,-1.5835258175949933
2016-05-10,723.179993,723.179993,723.5,715.719971,716.75,1569600.0,GOOG,712.2450522734708,723.179993,723.179993,723.5,715.719971,716.75,1569600.0,GOOG,719.8694968443152,-7.624444570844389,-7.736288995754281,1.0,0.11184442490989177
2016-05-11,715.289978,715.289978,724.47998,712.799988,723.409973,1692100.0,GOOG,712.7135023852445,715.289978,715.289978,724.47998,712.799988,723.409973,1692100.0,GOOG,719.5302732262178,-6.816770840973277,-7.55238536479808,0.0,0.7356145238248031
2016-05-12,713.309998,713.309998,719.25,709.0,717.059998,1360700.0,GOOG,712.8052709413607,713.309998,713.309998,719.25,709.0,717.059998,1360700.0,GOOG,719.0695120983498,-6.264241156989101,-7.294756523236284,0.0,1.030515366247183
2016-05-13,710.830017,710.830017,716.661987,709.26001,711.929993,1314500.0,GOOG,712.5013857196129,710.830017,710.830017,716.661987,709.26001,711.929993,1314500.0,GOOG,718.4591791281017,-5.957793408488783,-7.027363900286784,0.0,1.0695704917980011
2016-05-16,716.48999,716.48999,718.47998,705.650024,709.130005,1317100.0,GOOG,713.1150171473648,716.48999,716.48999,718.47998,705.650024,709.130005,1317100.0,GOOG,718.3133132667608,-5.198296119395991,-6.661550344108625,0.0,1.4632542247126343
2016-05-17,706.22998,706.22998,721.52002,704.109985,715.98999,2001200.0,GOOG,712.0557806631548,706.22998,706.22998,721.52002,704.109985,715.98999,2001200.0,GOOG,717.4182515432971,-5.3624708801422685,-6.401734451315354,0.0,1.0392635711730858
2016-05-18,706.630005,706.630005,711.599976,700.630005,703.669983,1766800.0,GOOG,711.2210459457464,706.630005,706.630005,711.599976,700.630005,703.669983,1766800.0,GOOG,716.6191221697195,-5.398076223973135,-6.20100280584691,0.0,0.8029265818737752
2016-05-19,700.320007,700.320007,706.0,696.799988,702.359985,1670200.0,GOOG,709.5439630310161,700.320007,700.320007,706.0,696.799988,702.359985,1670200.0,GOOG,715.4117803052958,-5.867817274279673,-6.134365699533463,0.0,0.26654842525378974
2016-05-20,709.73999,709.73999,714.580017,700.52002,701.619995,1828400.0,GOOG,709.5741210262444,709.73999,709.73999,714.580017,700.52002,701.619995,1828400.0,GOOG,714.9916476900887,-5.417526663844342,-5.990997892395638,0.0,0.5734712285512966
2016-05-23,704.23999,704.23999,711.478027,704.179993,706.530029,1330700.0,GOOG,708.7534854837453,704.23999,704.23999,711.478027,704.179993,706.530029,1330700.0,GOOG,714.195228601934,-5.441743118188697,-5.88114693755425,0.0,0.4394038193655536
2016-05-24,720.090027,720.090027,720.969971,706.859985,706.859985,1929500.0,GOOG,710.4975687939383,720.090027,720.090027,720.969971,706.859985,706.859985,1929500.0,GOOG,714.631880335124,-4.1343115411857525,-5.531779858280551,0.0,1.3974683170947984
2016-05-25,725.27002,725.27002,727.51001,719.705017,720.76001,1629200.0,GOOG,712.7702535948708,725.27002,725.27002,727.51001,719.705017,720.76001,1629200.0,GOOG,715.4198906806704,-2.6496370857995544,-4.955351303784352,0.0,2.3057142179847974
2016-05-26,724.119995,724.119995,728.330017,720.280029,722.869995,1576300.0,GOOG,714.5163676571984,724.119995,724.119995,728.330017,720.280029,722.869995,1576300.0,GOOG,716.0643428524726,-1.547975195274148,-4.273876082082311,0.0,2.725900886808163
2016-05-27,732.659973,732.659973,733.935974,724.0,724.01001,1974000.0,GOOG,717.307691556091,732.659973,732.659973,733.935974,724.0,724.01001,1974000.0,GOOG,717.2936487893264,0.014042766764532644,-3.4162923123129425,0.0,3.430335079077475
2016-05-31,735.719971,735.719971,739.72998,731.26001,731.73999,2129500.0,GOOG,720.140349932077,735.719971,735.719971,739.72998,731.26001,731.73999,2129500.0,GOOG,718.6585615456726,1.481788386404446,-2.436676172569465,0.0,3.918464558973911
2016-06-01,734.150024,734.150024,737.210022,730.659973,734.530029,1253600.0,GOOG,722.2956844040651,734.150024,734.150024,737.210022,730.659973,734.530029,1253600.0,GOOG,719.8060772830302,2.4896071210349646,-1.4514195138485788,0.0,3.9410266348835434
2016-06-02,730.400024,730.400024,733.02002,724.169983,732.5,1341800.0,GOOG,723.5425058803628,730.400024,730.400024,733.02002,724.169983,732.5,1341800.0,GOOG,720.5908140768798,2.9516918034829587,-0.5707972503822711,0.0,3.52248905386523
2016-06-03,722.340027,722.340027,729.48999,720.559998,729.27002,1226300.0,GOOG,723.3575091295378,722.340027,722.340027,729.48999,720.559998,729.27002,1226300.0,GOOG,720.7203854045183,2.637123725019478,0.07078694469807878,0.0,2.5663367803213992
2016-06-06,716.549988,716.549988,724.909973,714.609985,724.909973,1565300.0,GOOG,722.3101981865319,716.549988,716.549988,724.909973,714.609985,724.909973,1565300.0,GOOG,720.4114670782577,1.8987311082742053,0.4363757774133041,0.0,1.4623553308609012
2016-06-07,716.650024,716.650024,721.97998,716.549988,719.840027,1336200.0,GOOG,721.4394021578347,716.650024,716.650024,721.97998,716.549988,719.840027,1336200.0,GOOG,720.1328416650534,1.3065604927812728,0.6104127204868979,0.0,0.696147772294375
2016-06-08,728.280029,728.280029,728.570007,720.580017,723.960022,1583700.0,GOOG,722.4918062873986,728.280029,728.280029,728.570007,720.580017,723.960022,1583700.0,GOOG,720.7363370231976,1.7554692642009968,0.8394240292297177,0.0,0.9160452349712791
2016-06-09,728.580017,728.580017,729.539978,722.335999,722.869995,988900.0,GOOG,723.4284540893373,728.580017,728.580017,729.539978,722.335999,722.869995,988900.0,GOOG,721.3173503548126,2.111103734524704,1.093759970288715,0.0,1.017343764235989
2016-06-10,719.409973,719.409973,725.890015,716.429993,719.469971,1216400.0,GOOG,722.8102262294392,719.409973,719.409973,725.890015,716.429993,719.469971,1216400.0,GOOG,721.176063143345,1.6341630860941905,1.2018405934498102,0.0,0.4323224926443803
2016-06-13,718.359985,718.359985,725.440002,716.51001,716.51001,1258900.0,GOOG,722.1255737326024,718.359985,718.359985,725.440002,716.51001,716.51001,1258900.0,GOOG,720.9674647623565,1.1581089702459622,1.1930942688090407,0.0,-0.034985298563078526
2016-06-14,718.27002,718.27002,722.469971,713.119995,716.47998,1306100.0,GOOG,721.5324116198943,718.27002,718.27002,722.469971,713.119995,716.47998,1306100.0,GOOG,720.767654039219,0.7647575806753366,1.1074269311823,0.0,-0.34266935050696334
2016-06-15,718.919983,718.919983,722.97998,717.309998,719.0,1214500.0,GOOG,721.1304995245259,718.919983,718.919983,722.97998,717.309998,719.0,1214500.0,GOOG,720.6307895177954,0.4997100067305382,0.9858835462919476,0.0,-0.4861735395614094
2016-06-16,710.359985,710.359985,716.650024,703.26001,714.909973,1982500.0,GOOG,719.4734972899835,710.359985,710.359985,716.650024,703.26001,714.909973,1982500.0,GOOG,719.8699891831438,-0.39649189316037337,0.7094084584014835,0.0,-1.1059003515618568
2016-06-17,691.719971,691.719971,708.820007,688.452026,708.650024,3402400.0,GOOG,715.2037240146014,691.719971,691.719971,708.820007,688.452026,708.650024,3402400.0,GOOG,717.7848026510591,-2.581078636457619,0.051311039429662975,0.0,-2.632389675887282
2016-06-20,693.710022,693.710022,702.47998,693.409973,698.77002,2082500.0,GOOG,711.8970006277397,693.710022,693.710022,702.47998,693.409973,698.77002,2082500.0,GOOG,716.0014855657954,-4.104484938055748,-0.7798481560674193,0.0,-3.3246367819883287
2016-06-21,695.940002,695.940002,702.77002,692.01001,698.400024,1465600.0,GOOG,709.4420777619335,695.940002,695.940002,702.77002,692.01001,698.400024,1465600.0,GOOG,714.5154497461068,-5.073371984173264,-1.6385529216885881,0.0,-3.4348190624846753
2016-06-22,697.460022,697.460022,700.859985,693.08197,699.059998,1184300.0,GOOG,707.59868456779,697.460022,697.460022,700.859985,693.08197,699.059998,1184300.0,GOOG,713.2520847278766,-5.653400160086676,-2.4415223693682058,0.0,-3.21187779071847
2016-06-23,701.869995,701.869995,701.950012,687.0,697.450012,2171400.0,GOOG,706.7173477112069,701.869995,701.869995,701.950012,687.0,697.450012,2171400.0,GOOG,712.4089669702562,-5.691619259049276,-3.0915417473044196,0.0,-2.600077511744856
2016-06-24,675.219971,675.219971,689.400024,673.450012,675.169983,4449000.0,GOOG,701.8715974479443,675.219971,675.219971,689.400024,673.450012,675.169983,4449000.0,GOOG,709.654226528015,-7.782629080070706,-4.029759213857677,0.0,-3.752869866213029
2016-06-27,668.26001,668.26001,672.299988,663.283997,671.0,2629000.0,GOOG,696.7005839944144,668.26001,668.26001,672.299988,663.283997,671.0,2629000.0,GOOG,706.5879882666806,-9.887404272266167,-5.201288225539375,0.0,-4.686116046726792
2016-06-28,680.039978,680.039978,680.330017,673.0,678.969971,2173800.0,GOOG,694.1374138414276,680.039978,680.039978,680.330017,673.0,678.969971,2173800.0,GOOG,704.6214689876672,-10.484055146239598,-6.257841609679419,0.0,-4.226213536560179
2016-06-29,684.109985,684.109985,687.429016,681.409973,683.0,1932600.0,GOOG,692.594732481208,684.109985,684.109985,687.429016,681.409973,683.0,1932600.0,GOOG,703.1020998033955,-10.50736732218752,-7.107746752181039,0.0,-3.3996205700064808
2016-06-30,692.099976,692.099976,692.320007,683.650024,685.469971,1597700.0,GOOG,692.5186160994837,692.099976,692.099976,692.320007,683.650024,685.469971,1597700.0,GOOG,702.2871276698106,-9.76851157032695,-7.6398997158102215,0.0,-2.1286118545167287
